treatment,outcome,subgroup,subgroup_variable,subgroup_level,treatment_descr,outcome_descr,subgroup_descr,subgroup_variable_descr,model,term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,estimate,std.error,robust.se,statistic,p.value,conf.low,conf.high,n,model_descr,period_id,term_left,term_right,term_midpoint,hr,hr.ll,hr.ul
pfizer,coviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,2,treated_period_6,treated_period_6,treated_period_6,numeric,continuous,NA,NA,NA,NA,treated_period_6,-2.2514497821116337,0.7613684596510158,0.7510796832088422,-2.997617739429126,0.0027209873131284687,-3.723538910720717,-0.7793606535025501,NA,Demographic adjustment,6,56,70,63,0.10524652936564192,0.02414835756998552,0.45869918529285597
pfizer,coviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,3,treated_period_1,treated_period_1,treated_period_1,numeric,continuous,NA,NA,NA,NA,treated_period_1,-17.207282597858615,2220.6367101116766,0.40944180847841505,-42.026198208250996,0,-18.009773796241255,-16.404791399475975,NA,Full adjustment,1,0,7,3.5,3.364899667280922e-8,1.5081850099611274e-8,7.507401078836535e-8
pfizer,coviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,3,treated_period_2,treated_period_2,treated_period_2,numeric,continuous,NA,NA,NA,NA,treated_period_2,-1.3614228766247136,0.6459609008648514,0.6478286499702567,-2.1015169315022106,0.03559561328716613,-2.6311436987196215,-0.09170205452980573,NA,Full adjustment,2,7,14,10.5,0.2562958400252305,0.07199607331682431,0.9123769476312319
pfizer,coviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,3,treated_period_3,treated_period_3,treated_period_3,numeric,continuous,NA,NA,NA,NA,treated_period_3,-2.532235995719377,0.46750335931846915,0.47310706942136266,-5.352352901461499,8.681787195274156e-8,-3.459508812616539,-1.6049631788222154,NA,Full adjustment,3,14,28,21,0.07948110204387057,0.03144520371300864,0.2008969520364331
pfizer,coviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,3,treated_period_4,treated_period_4,treated_period_4,numeric,continuous,NA,NA,NA,NA,treated_period_4,-2.0998529547823765,0.43552052369505423,0.43979189800410595,-4.774651293741596,1.8001890534380885e-6,-2.961829235562937,-1.2378766740018161,NA,Full adjustment,4,28,42,35,0.12247443620908323,0.05172421480947296,0.28999932778072146
pfizer,coviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,3,treated_period_5,treated_period_5,treated_period_5,numeric,continuous,NA,NA,NA,NA,treated_period_5,-3.1102425139781364,0.7270912271874658,0.7337528368073409,-4.238814976867725,2.2470275209486514e-5,-4.54837164767462,-1.6721133802816528,NA,Full adjustment,5,42,56,49,0.04459014029661891,0.010584425532927735,0.18784964809726273
pfizer,coviddeath,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,BNT162b2,COVID-19 death,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,3,treated_period_6,treated_period_6,treated_period_6,numeric,continuous,NA,NA,NA,NA,treated_period_6,-2.1127660711761456,0.7623299176470265,0.7384471209880397,-2.8610932470686214,0.004221828589276071,-3.5600958327999948,-0.6654363095522964,NA,Full adjustment,6,56,70,63,0.12090307696655057,0.02843609947256944,0.5140491941969858
pfizer,coviddeath,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,0,treated_period_1,treated_period_1,treated_period_1,numeric,continuous,NA,NA,NA,NA,treated_period_1,-0.9039788375964299,0.6900734874784625,0.688716635995038,-1.3125555422229453,0.18933275864542579,-2.2538386397002865,0.4458809645074264,NA,Unadjusted,1,0,7,3.5,0.4049551990611768,0.10499541045836153,1.5618655380342648
pfizer,coviddeath,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,0,treated_period_2,treated_period_2,treated_period_2,numeric,continuous,NA,NA,NA,NA,treated_period_2,-1.4694660607474848,0.5026549956597184,0.5016979181193308,-2.9289857654899945,0.00340069995485195,-2.452775911380098,-0.48615621011487153,NA,Unadjusted,2,7,14,10.5,0.23004828420911033,0.0860543753187039,0.6149857328178522
pfizer,coviddeath,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,0,treated_period_3,treated_period_3,treated_period_3,numeric,continuous,NA,NA,NA,NA,treated_period_3,-1.6027164997155126,0.2655478098800797,0.266350140789928,-6.017329275525275,1.7731816397526229e-9,-2.1247531829409443,-1.0806798164900808,NA,Unadjusted,3,14,28,21,0.20134881042150468,0.11946244999884904,0.3393647414609831
pfizer,coviddeath,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,0,treated_period_4,treated_period_4,treated_period_4,numeric,continuous,NA,NA,NA,NA,treated_period_4,-2.719992032237174,0.3959141586397719,0.39617499244566906,-6.8656328241369,6.619713891847872e-12,-3.496480749006113,-1.9435033154682346,NA,Unadjusted,4,28,42,35,0.06587527930291351,0.03030384281272195,0.1432013903337389
pfizer,coviddeath,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,0,treated_period_5,treated_period_5,treated_period_5,numeric,continuous,NA,NA,NA,NA,treated_period_5,-16.61271850259766,800.1564679621756,0.2357522860300871,-70.46683950490947,0,-17.074784492489616,-16.1506525127057,NA,Unadjusted,5,42,56,49,6.098008493231064e-8,3.84162806290559e-8,9.67967407948208e-8
pfizer,coviddeath,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,0,treated_period_6,treated_period_6,treated_period_6,numeric,continuous,NA,NA,NA,NA,treated_period_6,-2.0908135208240153,1.080129514347809,1.0817618868796512,-1.9327853441527503,0.05326264651812006,-4.211027858956223,0.02940081730819255,NA,Unadjusted,6,56,70,63,0.12358655467477873,0.014831116205286607,1.0298372883719789
pfizer,coviddeath,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,1,treated_period_1,treated_period_1,treated_period_1,numeric,continuous,NA,NA,NA,NA,treated_period_1,-0.8771103647275171,0.6901572821842332,0.684319296927377,-1.2817267738404867,0.19993850937674054,-2.2183515406309473,0.4641308111759128,NA,region- and trial-stratified,1,0,7,3.5,0.4159832163998143,0.10878829417727456,1.5906310291469066
pfizer,coviddeath,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,1,treated_period_2,treated_period_2,treated_period_2,numeric,continuous,NA,NA,NA,NA,treated_period_2,-1.4065321358548484,0.5028916294339933,0.49923347051466527,-2.817383486737856,0.004841667795058286,-2.385011757940531,-0.42805251376916564,NA,region- and trial-stratified,2,7,14,10.5,0.24499140863336702,0.09208789680890128,0.6517771866232888
pfizer,coviddeath,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,1,treated_period_3,treated_period_3,treated_period_3,numeric,continuous,NA,NA,NA,NA,treated_period_3,-1.4997932494634383,0.26660929399483607,0.2719533716892443,-5.514891174716605,3.489958415694021e-8,-2.032812063448592,-0.9667744354782848,NA,region- and trial-stratified,3,14,28,21,0.22317629719802914,0.13096671612456662,0.3803077690643886
pfizer,coviddeath,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,1,treated_period_4,treated_period_4,treated_period_4,numeric,continuous,NA,NA,NA,NA,treated_period_4,-2.6416744744786156,0.3970142006942765,0.39709519079430883,-6.652496770848518,2.881621443224321e-11,-3.419966746869522,-1.8633822020877093,NA,region- and trial-stratified,4,28,42,35,0.07124187691961062,0.032713522747973525,0.15514700346184362
pfizer,coviddeath,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,1,treated_period_5,treated_period_5,treated_period_5,numeric,continuous,NA,NA,NA,NA,treated_period_5,-17.774645404376386,1345.8841483721565,0.2438000787984391,-72.90664339395688,0,-18.252484778249354,-17.29680603050342,NA,region- and trial-stratified,5,42,56,49,1.9079613949677374e-8,1.1831684483677136e-8,3.076752671785134e-8
pfizer,coviddeath,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,1,treated_period_6,treated_period_6,treated_period_6,numeric,continuous,NA,NA,NA,NA,treated_period_6,-2.0551848154580097,1.0810534190139622,1.0898709702775853,-1.8857138794462645,0.0593335215315856,-4.1912926649978,0.08092303408178081,NA,region- and trial-stratified,6,56,70,63,0.12806916422893994,0.015126718449884667,1.084287440176706
pfizer,coviddeath,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,2,treated_period_1,treated_period_1,treated_period_1,numeric,continuous,NA,NA,NA,NA,treated_period_1,-0.9019884569251138,0.6903498316953159,0.688193242744883,-1.3106616004067417,0.1899721174370573,-2.250822427108915,0.4468455132586875,NA,Demographic adjustment,1,0,7,3.5,0.40576201673292833,0.10531257701785456,1.56337276026642
pfizer,coviddeath,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,2,treated_period_2,treated_period_2,treated_period_2,numeric,continuous,NA,NA,NA,NA,treated_period_2,-1.4333989028000356,0.5033428132221555,0.5027916284975568,-2.850880606511532,0.004359833681875827,-2.4188523863834894,-0.4479454192165818,NA,Demographic adjustment,2,7,14,10.5,0.2384969152260583,0.08902372369643255,0.6389395569017858
pfizer,coviddeath,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,2,treated_period_3,treated_period_3,treated_period_3,numeric,continuous,NA,NA,NA,NA,treated_period_3,-1.5490800187337204,0.26811580282055114,0.2750454447405389,-5.632087527190381,1.7804127891315994e-8,-2.0881591845369782,-1.0100008529304625,NA,Demographic adjustment,3,14,28,21,0.2124433278337044,0.12391503070150396,0.3642186689181931
pfizer,coviddeath,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,2,treated_period_4,treated_period_4,treated_period_4,numeric,continuous,NA,NA,NA,NA,treated_period_4,-2.7288033161044223,0.39849436007234873,0.3997428017804373,-6.826397633554499,8.70733747665624e-12,-3.512284810673213,-1.9453218215356314,NA,Demographic adjustment,4,28,42,35,0.06529738325910622,0.029828683624651194,0.1429412143740374
pfizer,coviddeath,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,2,treated_period_5,treated_period_5,treated_period_5,numeric,continuous,NA,NA,NA,NA,treated_period_5,-17.994295288965485,1414.4838061259622,0.24734860839224407,-72.7487225658057,0,-18.479089653040386,-17.509500924890585,NA,Demographic adjustment,5,42,56,49,1.531711067029707e-8,9.432641592788986e-9,2.487255314200475e-8
pfizer,coviddeath,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,2,treated_period_6,treated_period_6,treated_period_6,numeric,continuous,NA,NA,NA,NA,treated_period_6,-2.1794188785615747,1.0811097883883225,1.082041573807371,-2.014172959078523,0.043991377663683426,-4.30018139299906,-0.058656364124089144,NA,Demographic adjustment,6,56,70,63,0.11310724058821793,0.013566097993801285,0.9430307726898767
pfizer,coviddeath,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,3,treated_period_1,treated_period_1,treated_period_1,numeric,continuous,NA,NA,NA,NA,treated_period_1,-0.8632398461380553,0.6905277912371544,0.6859661866908733,-1.2584291513002366,0.20823659479172046,-2.2077088666644453,0.481229174388335,NA,Full adjustment,1,0,7,3.5,0.42179332076527376,0.10995227547364127,1.6180620607969793
pfizer,coviddeath,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,3,treated_period_2,treated_period_2,treated_period_2,numeric,continuous,NA,NA,NA,NA,treated_period_2,-1.400636090397332,0.5038363050287062,0.5053016080126234,-2.7718813243165883,0.005573335157903826,-2.3910090434322497,-0.4102631373624145,NA,Full adjustment,2,7,14,10.5,0.24644015585817722,0.09153727217833908,0.6634756419339112
pfizer,coviddeath,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,3,treated_period_3,treated_period_3,treated_period_3,numeric,continuous,NA,NA,NA,NA,treated_period_3,-1.4902862711153082,0.2684370124341266,0.27607037488083624,-5.398211495016731,6.730849541804263e-8,-2.0313742630802185,-0.9491982791503981,NA,Full adjustment,3,14,28,21,0.22530814709187064,0.13115515555393276,0.3870512061197417
pfizer,coviddeath,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,3,treated_period_4,treated_period_4,treated_period_4,numeric,continuous,NA,NA,NA,NA,treated_period_4,-2.648291861470616,0.39845269720587045,0.4004013149087984,-6.614093817533622,3.7383460986087706e-11,-3.4330640180543415,-1.8635197048868908,NA,Full adjustment,4,28,42,35,0.07077199824915485,0.03228785847414718,0.15512567178119954
pfizer,coviddeath,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,3,treated_period_5,treated_period_5,treated_period_5,numeric,continuous,NA,NA,NA,NA,treated_period_5,-18.977814592926094,2411.091558634728,0.24338368624660314,-77.97488354949658,0,-19.454837852394032,-18.500791333458157,NA,Full adjustment,5,42,56,49,5.728485837268075e-9,3.55525924466357e-9,9.230142650507674e-9
pfizer,coviddeath,vax12_type-az-az,vax12_type,az-az,BNT162b2,COVID-19 death,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,3,treated_period_6,treated_period_6,treated_period_6,numeric,continuous,NA,NA,NA,NA,treated_period_6,-1.9731214656286982,1.0930479974819436,1.1771273673724443,-1.6762174768165088,0.09369560213527417,-4.280248710895138,0.33400577963774136,NA,Full adjustment,6,56,70,63,0.13902222512759368,0.013839219693698928,1.3965512151112907
moderna,postest,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,Positive SARS-CoV-2 test,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,0,treated_period_1,treated_period_1,treated_period_1,numeric,continuous,NA,NA,NA,NA,treated_period_1,-0.2930104712536438,0.06417661673040312,0.06411160834838732,-4.570318524242954,4.8698347086148846e-6,-0.4186669146074204,-0.16735402789986725,NA,Unadjusted,1,0,7,3.5,0.7460143289510618,0.6579233034167351,0.8459000860891938
moderna,postest,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,Positive SARS-CoV-2 test,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,0,treated_period_2,treated_period_2,treated_period_2,numeric,continuous,NA,NA,NA,NA,treated_period_2,-0.9665013225121578,0.08131155270935625,0.08191837051129086,-11.798346530573925,3.980560380325995e-32,-1.1270583783864958,-0.8059442666378197,NA,Unadjusted,2,7,14,10.5,0.38041165023224016,0.32398489702828975,0.44666595560403594
moderna,postest,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,Positive SARS-CoV-2 test,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,0,treated_period_3,treated_period_3,treated_period_3,numeric,continuous,NA,NA,NA,NA,treated_period_3,-1.836981364729354,0.09945504100274019,0.09944852308096078,-18.471680702928815,3.490459174623868e-76,-2.0318968882837374,-1.6420658411749707,NA,Unadjusted,3,14,28,21,0.15929756230440076,0.1310866284726185,0.193579723971808
moderna,postest,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,Positive SARS-CoV-2 test,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,0,treated_period_4,treated_period_4,treated_period_4,numeric,continuous,NA,NA,NA,NA,treated_period_4,-1.6015605586459245,0.21086118970960277,0.21049558710395538,-7.608523203172794,2.772454878292156e-14,-2.0141243282742907,-1.1889967890175581,NA,Unadjusted,4,28,42,35,0.20158169235374712,0.13343719940366777,0.304526615320164
moderna,postest,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,Positive SARS-CoV-2 test,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,0,treated_period_5,treated_period_5,treated_period_5,numeric,continuous,NA,NA,NA,NA,treated_period_5,9.227580308565795,258.2349926116367,1.0023922696779275,9.20555813098065,3.399001579216194e-20,7.262927561615696,11.192233055515894,NA,Unadjusted,5,42,56,49,10173.89401985669,1426.4263816071975,72564.64186441225
moderna,postest,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,Positive SARS-CoV-2 test,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,1,treated_period_1,treated_period_1,treated_period_1,numeric,continuous,NA,NA,NA,NA,treated_period_1,-0.2846156507665608,0.06419366726863197,0.06413667582344916,-4.437642692147475,9.094942880215312e-6,-0.4103212254686419,-0.15891007606447968,NA,region- and trial-stratified,1,0,7,3.5,0.7523033459740848,0.6634371030096806,0.8530730672076162
moderna,postest,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,Positive SARS-CoV-2 test,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,1,treated_period_2,treated_period_2,treated_period_2,numeric,continuous,NA,NA,NA,NA,treated_period_2,-0.9448775568729958,0.08140443404106189,0.08215545985980481,-11.501092666091745,1.3025592193893483e-30,-1.1058992993315393,-0.7838558144144523,NA,region- and trial-stratified,2,7,14,10.5,0.3887271649575399,0.3309131584084696,0.4566418860545949
moderna,postest,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,Positive SARS-CoV-2 test,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,1,treated_period_3,treated_period_3,treated_period_3,numeric,continuous,NA,NA,NA,NA,treated_period_3,-1.802417743745054,0.09975733371860217,0.10003865350727578,-18.017213152653685,1.4275585931737512e-72,-1.998489901681196,-1.606345585808912,NA,region- and trial-stratified,3,14,28,21,0.16489972060547198,0.13553980720708886,0.2006194225598733
moderna,postest,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,Positive SARS-CoV-2 test,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,1,treated_period_4,treated_period_4,treated_period_4,numeric,continuous,NA,NA,NA,NA,treated_period_4,-1.5448056254170306,0.21213853189257978,0.21407852477329825,-7.216070024085444,5.351150975820123e-13,-1.9643918238361608,-1.1252194269979003,NA,region- and trial-stratified,4,28,42,35,0.21335333765880662,0.14024115201083914,0.3245812376572219
moderna,postest,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,Positive SARS-CoV-2 test,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,1,treated_period_5,treated_period_5,treated_period_5,numeric,continuous,NA,NA,NA,NA,treated_period_5,10.17706576892795,473.4134131122643,1.0208042557551855,9.969654526370494,2.0694741148008142e-23,8.176326192382572,12.177805345473327,NA,region- and trial-stratified,5,42,56,49,26293.20366333491,3555.7674300882622,194425.69641413467
moderna,postest,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,Positive SARS-CoV-2 test,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,2,treated_period_1,treated_period_1,treated_period_1,numeric,continuous,NA,NA,NA,NA,treated_period_1,-0.23941081003268747,0.06519631276129301,0.06553278750456826,-3.6532981298254446,2.588933415203156e-4,-0.3678527133481577,-0.11096890671721724,NA,Demographic adjustment,1,0,7,3.5,0.7870914708740143,0.6922191288186453,0.8949665759452391
moderna,postest,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,Positive SARS-CoV-2 test,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,2,treated_period_2,treated_period_2,treated_period_2,numeric,continuous,NA,NA,NA,NA,treated_period_2,-0.8561334613262042,0.08253950303649742,0.08300153969760021,-10.314669636796594,6.048897856753716e-25,-1.0188134897948722,-0.6934534328575362,NA,Demographic adjustment,2,7,14,10.5,0.4248014221173214,0.3610230436738735,0.4998468972964285
moderna,postest,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,Positive SARS-CoV-2 test,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,2,treated_period_3,treated_period_3,treated_period_3,numeric,continuous,NA,NA,NA,NA,treated_period_3,-1.6679665174905245,0.10113405883019533,0.10128036367860066,-16.46880458272827,6.147315778944099e-61,-1.8664723826417005,-1.4694606523393485,NA,Demographic adjustment,3,14,28,21,0.18863025222375115,0.15466831121240404,0.23004952840748696
moderna,postest,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,Positive SARS-CoV-2 test,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,2,treated_period_4,treated_period_4,treated_period_4,numeric,continuous,NA,NA,NA,NA,treated_period_4,-1.3793579437441068,0.21283242908288535,0.21509189150885472,-6.412877463989955,1.4279829657495886e-10,-1.8009303044680587,-0.9577855830201549,NA,Demographic adjustment,4,28,42,35,0.25174013250959465,0.16514518143544948,0.38374170996154067
moderna,postest,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,Positive SARS-CoV-2 test,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,2,treated_period_5,treated_period_5,treated_period_5,numeric,continuous,NA,NA,NA,NA,treated_period_5,10.679840532858117,439.12462537474954,1.0327562506258552,10.341104715063292,4.592129593035764e-25,8.65567547682282,12.704005588893414,NA,Demographic adjustment,5,42,56,49,43470.61766419654,5742.646678298801,329063.358058894
moderna,postest,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,Positive SARS-CoV-2 test,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,3,treated_period_1,treated_period_1,treated_period_1,numeric,continuous,NA,NA,NA,NA,treated_period_1,-0.27639409799674164,0.06532812732899365,0.06562048491742974,-4.212009380066733,2.5310903103930614e-5,-0.4050078850829577,-0.14778031091052557,NA,Full adjustment,1,0,7,3.5,0.7585139430244305,0.6669715517117244,0.8626206024618297
moderna,postest,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,Positive SARS-CoV-2 test,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,3,treated_period_2,treated_period_2,treated_period_2,numeric,continuous,NA,NA,NA,NA,treated_period_2,-0.8966233179960371,0.08264694163513062,0.08300107644347135,-10.802550477844594,3.347729675918666e-27,-1.0593024385032968,-0.7339441974887775,NA,Full adjustment,2,7,14,10.5,0.4079448366549271,0.34669756887457576,0.4800119893936155
moderna,postest,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,Positive SARS-CoV-2 test,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,3,treated_period_3,treated_period_3,treated_period_3,numeric,continuous,NA,NA,NA,NA,treated_period_3,-1.723024942101632,0.10127373538285087,0.10133177019376695,-17.003797908660413,7.696779948948528e-65,-1.9216315621711044,-1.5244183220321594,NA,Full adjustment,3,14,28,21,0.17852530160848257,0.14636795878434558,0.21774767906245054
moderna,postest,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,Positive SARS-CoV-2 test,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,3,treated_period_4,treated_period_4,treated_period_4,numeric,continuous,NA,NA,NA,NA,treated_period_4,-1.4290661575488715,0.21295600286313585,0.21470304980085314,-6.656012380235844,2.813565649965103e-11,-1.8498764025294532,-1.0082559125682897,NA,Full adjustment,4,28,42,35,0.2395325034528437,0.1572566016307132,0.36485476358647645
moderna,postest,vax12_type-pfizer-pfizer,vax12_type,pfizer-pfizer,mRNA-1273,Positive SARS-CoV-2 test,Primary vaccine course: BNT162b2-BNT162b2,Primary vaccine course,3,treated_period_5,treated_period_5,treated_period_5,numeric,continuous,NA,NA,NA,NA,treated_period_5,10.717631344584186,426.4762319489565,1.0325880676030355,10.379387173689901,3.0774425395709707e-25,8.693795921216427,12.741466767951945,NA,Full adjustment,5,42,56,49,45144.843520595656,5965.784966216929,341624.2637038017
moderna,postest,vax12_type-az-az,vax12_type,az-az,mRNA-1273,Positive SARS-CoV-2 test,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,0,treated_period_1,treated_period_1,treated_period_1,numeric,continuous,NA,NA,NA,NA,treated_period_1,-0.156248727416842,0.023856120753515255,0.023845797852104753,-6.552463808756589,5.6595437798653376e-11,-0.2029856323895899,-0.10951182244409413,NA,Unadjusted,1,0,7,3.5,0.855346415806173,0.8162899694776208,0.8962715681789647
moderna,postest,vax12_type-az-az,vax12_type,az-az,mRNA-1273,Positive SARS-CoV-2 test,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,0,treated_period_2,treated_period_2,treated_period_2,numeric,continuous,NA,NA,NA,NA,treated_period_2,-0.8511610056700297,0.03198937116858302,0.032301452244985936,-26.350549170808662,5.058565341348836e-153,-0.9144706887185426,-0.7878513226215168,NA,Unadjusted,2,7,14,10.5,0.4269189887414249,0.4007286801757787,0.45482100973669526
moderna,postest,vax12_type-az-az,vax12_type,az-az,mRNA-1273,Positive SARS-CoV-2 test,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,0,treated_period_3,treated_period_3,treated_period_3,numeric,continuous,NA,NA,NA,NA,treated_period_3,-1.9239292102559955,0.052379860030470266,0.0524349060644384,-36.69176422079667,9.882213562337793e-295,-2.0266997376750355,-1.8211586828369555,NA,Unadjusted,3,14,28,21,0.14603204278031726,0.13176967884395105,0.16183812319863872
moderna,postest,vax12_type-az-az,vax12_type,az-az,mRNA-1273,Positive SARS-CoV-2 test,Primary vaccine course: ChAdOx1-ChAdOx1,Primary vaccine course,0,treated_period_4,treated_period_4,treated_period_4,numeric,continuous,NA,NA,NA,NA,treated_period_4,-2.1027823462035795,0.14084204722573332,0.14061637208695082,-14.954036397008691,1.465881656638831e-50,-2.3783853711306864,-1.8271793212764726,NA,Unadjusted,4,28,42,35,0.12211618563061023,0.09270013305051822,0.16086668165668067
